"","Major","Gender","Admission"
"9684","Other","F","Accepted"
"9685","Other","M","Rejected"
"9686","Other","F","Rejected"
"9687","Other","M","Rejected"
"9688","Other","F","Accepted"
"9689","B","M","Rejected"
"9690","E","F","Accepted"
"9691","B","F","Accepted"
"9692","E","M","Rejected"
"9693","D","F","Rejected"
"9694","Other","F","Rejected"
"9695","D","F","Rejected"
"9696","A","M","Rejected"
"9697","Other","M","Rejected"
"9698","Other","M","Rejected"
"9699","Other","M","Rejected"
"9700","C","M","Rejected"
"9701","C","F","Accepted"
"9702","Other","F","Rejected"
"9703","Other","M","Rejected"
"9704","Other","M","Rejected"
"9705","Other","F","Accepted"
"9706","Other","M","Rejected"
"9707","Other","M","Rejected"
"9708","Other","M","Rejected"
"9709","Other","M","Rejected"
"9710","E","F","Rejected"
"9711","A","M","Rejected"
"9712","B","M","Accepted"
"9713","Other","M","Accepted"
"9714","Other","F","Rejected"
"9715","Other","M","Accepted"
"9716","Other","F","Rejected"
"9717","Other","F","Rejected"
"9718","B","M","Accepted"
"9719","Other","F","Rejected"
"9720","Other","F","Accepted"
"9721","Other","F","Accepted"
"9722","B","M","Rejected"
"9723","Other","M","Accepted"
"9724","Other","M","Accepted"
"9725","A","M","Accepted"
"9726","Other","M","Accepted"
"9727","C","F","Rejected"
"9728","D","F","Accepted"
"9729","F","F","Rejected"
"9730","B","M","Rejected"
"9731","Other","F","Rejected"
"9732","C","M","Rejected"
"9733","D","F","Accepted"
"9734","A","F","Rejected"
"9735","Other","M","Accepted"
"9736","Other","F","Rejected"
"9737","Other","F","Rejected"
"9738","Other","M","Rejected"
"9739","Other","M","Rejected"
"9740","F","F","Rejected"
"9741","Other","F","Rejected"
"9742","Other","M","Rejected"
"9743","A","F","Accepted"
"9744","Other","F","Rejected"
"9745","A","M","Rejected"
"9746","E","F","Rejected"
"9747","C","F","Rejected"
"9748","Other","M","Rejected"
"9749","Other","F","Rejected"
"9750","E","F","Rejected"
"9751","C","F","Accepted"
"9752","Other","M","Accepted"
"9753","Other","M","Accepted"
"9754","D","M","Accepted"
"9755","Other","F","Accepted"
"9756","Other","M","Rejected"
"9757","Other","M","Accepted"
"9758","Other","M","Rejected"
"9759","C","M","Rejected"
"9760","Other","M","Accepted"
"9761","Other","M","Rejected"
"9762","Other","M","Accepted"
"9763","Other","M","Rejected"
"9764","Other","F","Accepted"
"9765","Other","M","Rejected"
"9766","A","M","Accepted"
"9767","F","F","Accepted"
"9768","B","M","Accepted"
"9769","D","M","Rejected"
"9770","Other","M","Accepted"
"9771","Other","M","Accepted"
"9772","F","F","Rejected"
"9773","Other","F","Rejected"
"9774","A","M","Accepted"
"9775","Other","M","Rejected"
"9776","C","M","Accepted"
"9777","Other","M","Rejected"
"9778","Other","M","Rejected"
"9779","C","F","Rejected"
"9780","Other","M","Accepted"
"9781","Other","F","Rejected"
"9782","Other","F","Accepted"
"9783","C","F","Rejected"
"9784","A","M","Accepted"
"9785","Other","F","Rejected"
"9786","Other","M","Rejected"
"9787","Other","M","Accepted"
"9788","Other","M","Rejected"
"9789","Other","M","Rejected"
"9790","Other","F","Accepted"
"9791","Other","F","Rejected"
"9792","Other","M","Rejected"
"9793","B","M","Accepted"
"9794","Other","M","Rejected"
"9795","D","F","Rejected"
"9796","F","F","Accepted"
"9797","Other","M","Rejected"
"9798","Other","F","Rejected"
"9799","Other","M","Rejected"
"9800","C","M","Rejected"
"9801","A","M","Accepted"
"9802","Other","F","Rejected"
"9803","Other","M","Rejected"
"9804","Other","M","Rejected"
"9805","Other","M","Accepted"
"9806","Other","M","Accepted"
"9807","A","M","Rejected"
"9808","Other","F","Rejected"
"9809","F","M","Rejected"
"9810","Other","M","Rejected"
"9811","Other","M","Rejected"
"9812","E","F","Rejected"
"9813","Other","M","Rejected"
"9814","E","F","Rejected"
"9815","Other","M","Rejected"
"9816","Other","M","Rejected"
"9817","D","M","Accepted"
"9818","Other","M","Accepted"
"9819","C","F","Rejected"
"9820","Other","M","Rejected"
"9821","Other","F","Rejected"
"9822","Other","M","Rejected"
"9823","Other","F","Accepted"
"9824","Other","M","Accepted"
"9825","Other","F","Accepted"
"9826","Other","M","Accepted"
"9827","Other","M","Rejected"
"9828","Other","M","Rejected"
"9829","Other","M","Accepted"
"9830","Other","M","Rejected"
"9831","Other","F","Accepted"
"9832","Other","M","Rejected"
"9833","C","M","Rejected"
"9834","Other","M","Accepted"
"9835","C","F","Rejected"
"9836","B","M","Rejected"
"9837","Other","M","Accepted"
"9838","E","M","Rejected"
"9839","A","M","Rejected"
"9840","Other","M","Rejected"
"9841","Other","M","Rejected"
"9842","Other","M","Accepted"
"9843","Other","M","Accepted"
"9844","Other","M","Accepted"
"9845","Other","F","Rejected"
"9846","Other","M","Accepted"
"9847","E","F","Rejected"
"9848","A","M","Accepted"
"9849","Other","M","Rejected"
"9850","A","M","Accepted"
"9851","Other","M","Accepted"
"9852","Other","M","Rejected"
"9853","Other","F","Rejected"
"9854","Other","M","Rejected"
"9855","Other","M","Rejected"
"9856","Other","M","Rejected"
"9857","Other","M","Accepted"
"9858","Other","M","Rejected"
"9859","F","M","Rejected"
"9860","Other","M","Accepted"
"9861","C","M","Rejected"
"9862","F","M","Rejected"
"9863","B","M","Rejected"
"9864","Other","M","Accepted"
"9865","A","M","Accepted"
"9866","Other","M","Rejected"
"9867","Other","F","Rejected"
"9868","Other","M","Accepted"
"9869","Other","M","Rejected"
"9870","Other","M","Accepted"
"9871","Other","F","Rejected"
"9872","A","M","Rejected"
"9873","C","M","Accepted"
"9874","Other","F","Rejected"
"9875","Other","M","Rejected"
"9876","Other","M","Rejected"
"9877","A","M","Accepted"
"9878","E","F","Rejected"
"9879","Other","F","Accepted"
"9880","Other","M","Accepted"
"9881","Other","M","Accepted"
"9882","Other","F","Accepted"
"9883","Other","M","Accepted"
"9884","F","M","Rejected"
"9885","Other","M","Accepted"
"9886","Other","M","Accepted"
"9887","D","M","Accepted"
"9888","Other","F","Accepted"
"9889","Other","F","Accepted"
"9890","Other","M","Rejected"
"9891","Other","M","Accepted"
"9892","D","M","Rejected"
"9893","Other","M","Accepted"
"9894","C","F","Rejected"
"9895","Other","M","Rejected"
"9896","Other","M","Rejected"
"9897","Other","F","Accepted"
"9898","F","M","Rejected"
"9899","Other","M","Accepted"
"9900","C","F","Rejected"
"9901","Other","M","Rejected"
"9902","Other","F","Rejected"
"9903","E","M","Rejected"
"9904","Other","M","Rejected"
"9905","Other","M","Accepted"
"9906","Other","M","Rejected"
"9907","Other","M","Accepted"
"9908","Other","M","Rejected"
"9909","Other","M","Accepted"
"9910","Other","F","Accepted"
"9911","F","M","Rejected"
"9912","E","F","Rejected"
"9913","B","M","Rejected"
"9914","Other","M","Rejected"
"9915","B","M","Accepted"
"9916","Other","M","Rejected"
"9917","Other","F","Accepted"
"9918","Other","M","Rejected"
"9919","C","F","Accepted"
"9920","Other","F","Rejected"
"9921","Other","M","Rejected"
"9922","Other","M","Accepted"
"9923","Other","M","Rejected"
"9924","Other","M","Rejected"
"9925","Other","M","Rejected"
"9926","Other","M","Rejected"
"9927","C","F","Rejected"
"9928","E","F","Rejected"
"9929","Other","M","Accepted"
"9930","Other","F","Accepted"
"9931","C","F","Rejected"
"9932","Other","M","Rejected"
"9933","Other","M","Accepted"
"9934","E","F","Rejected"
"9935","Other","M","Rejected"
"9936","C","F","Rejected"
"9937","Other","M","Rejected"
"9938","Other","M","Accepted"
"9939","Other","F","Accepted"
"9940","Other","F","Rejected"
"9941","Other","M","Rejected"
"9942","C","M","Accepted"
"9943","Other","M","Rejected"
"9944","A","M","Accepted"
"9945","C","F","Rejected"
"9946","B","M","Accepted"
"9947","C","F","Rejected"
"9948","Other","M","Rejected"
"9949","Other","F","Rejected"
"9950","Other","M","Rejected"
"9951","Other","F","Accepted"
"9952","D","F","Rejected"
"9953","B","M","Rejected"
"9954","Other","M","Rejected"
"9955","C","F","Rejected"
"9956","Other","M","Rejected"
"9957","B","M","Rejected"
"9958","Other","M","Accepted"
"9959","F","F","Rejected"
"9960","Other","M","Accepted"
"9961","Other","M","Accepted"
"9962","D","M","Rejected"
"9963","Other","M","Rejected"
"9964","A","M","Accepted"
"9965","Other","M","Rejected"
"9966","Other","M","Accepted"
"9967","Other","M","Accepted"
"9968","Other","M","Rejected"
"9969","Other","M","Rejected"
"9970","A","M","Accepted"
"9971","Other","M","Rejected"
"9972","F","M","Rejected"
"9973","Other","M","Accepted"
"9974","E","M","Rejected"
"9975","Other","F","Rejected"
"9976","F","F","Accepted"
"9977","Other","F","Rejected"
"9978","Other","M","Accepted"
"9979","Other","M","Rejected"
"9980","Other","M","Accepted"
"9981","Other","M","Rejected"
"9982","A","M","Accepted"
"9983","Other","M","Accepted"
"9984","Other","F","Rejected"
"9985","Other","M","Rejected"
"9986","Other","M","Accepted"
"9987","Other","M","Rejected"
"9988","Other","M","Rejected"
"9989","E","F","Accepted"
"9990","Other","M","Accepted"
"9991","Other","M","Accepted"
"9992","A","M","Accepted"
"9993","A","M","Accepted"
"9994","F","M","Rejected"
"9995","A","M","Accepted"
"9996","Other","F","Rejected"
"9997","Other","F","Rejected"
"9998","A","M","Accepted"
"9999","B","M","Rejected"
"10000","B","M","Rejected"
"10001","A","M","Accepted"
"10002","Other","F","Rejected"
"10003","D","F","Accepted"
"10004","Other","F","Rejected"
"10005","F","M","Rejected"
"10006","Other","M","Accepted"
"10007","F","M","Rejected"
"10008","Other","F","Rejected"
"10009","Other","F","Rejected"
"10010","Other","M","Rejected"
"10011","Other","F","Rejected"
"10012","Other","M","Accepted"
"10013","Other","M","Rejected"
"10014","E","M","Rejected"
"10015","Other","M","Rejected"
"10016","Other","M","Rejected"
"10017","A","M","Rejected"
"10018","Other","M","Accepted"
"10019","Other","F","Rejected"
"10020","C","M","Rejected"
"10021","A","M","Accepted"
"10022","Other","M","Rejected"
"10023","Other","M","Rejected"
"10024","Other","M","Rejected"
"10025","C","F","Rejected"
"10026","A","M","Rejected"
"10027","Other","F","Accepted"
"10028","Other","M","Rejected"
"10029","Other","M","Accepted"
"10030","Other","M","Accepted"
"10031","Other","M","Accepted"
"10032","F","M","Rejected"
"10033","Other","F","Rejected"
"10034","Other","M","Rejected"
"10035","Other","F","Rejected"
"10036","Other","M","Accepted"
"10037","Other","M","Rejected"
"10038","Other","F","Rejected"
"10039","Other","F","Accepted"
"10040","Other","M","Accepted"
"10041","C","F","Accepted"
"10042","Other","M","Rejected"
"10043","Other","M","Rejected"
"10044","Other","F","Rejected"
"10045","D","F","Accepted"
"10046","Other","M","Rejected"
"10047","Other","M","Rejected"
"10048","A","M","Accepted"
"10049","Other","M","Accepted"
"10050","Other","M","Accepted"
"10051","Other","M","Rejected"
"10052","Other","M","Accepted"
"10053","Other","M","Rejected"
"10054","A","M","Rejected"
"10055","D","F","Rejected"
"10056","Other","M","Rejected"
"10057","Other","M","Accepted"
"10058","B","M","Accepted"
"10059","A","M","Rejected"
"10060","Other","M","Rejected"
"10061","Other","F","Rejected"
"10062","Other","F","Accepted"
"10063","Other","M","Rejected"
"10064","F","M","Rejected"
"10065","Other","M","Rejected"
"10066","D","F","Rejected"
"10067","Other","F","Rejected"
"10068","Other","M","Accepted"
"10069","Other","F","Accepted"
"10070","Other","F","Rejected"
"10071","Other","M","Accepted"
"10072","Other","M","Accepted"
"10073","A","M","Accepted"
"10074","E","F","Rejected"
"10075","Other","M","Accepted"
"10076","B","M","Accepted"
"10077","Other","M","Accepted"
"10078","Other","M","Rejected"
"10079","B","M","Accepted"
"10080","Other","F","Rejected"
"10081","F","F","Accepted"
"10082","B","M","Rejected"
"10083","C","M","Accepted"
"10084","B","M","Accepted"
"10085","D","M","Rejected"
"10086","C","F","Accepted"
"10087","Other","M","Accepted"
"10088","E","F","Rejected"
"10089","A","F","Accepted"
"10090","Other","M","Rejected"
"10091","Other","F","Rejected"
"10092","Other","M","Accepted"
"10093","Other","M","Rejected"
"10094","D","M","Rejected"
"10095","F","F","Rejected"
"10096","Other","M","Rejected"
"10097","F","F","Rejected"
"10098","F","M","Rejected"
"10099","D","F","Accepted"
"10100","B","M","Accepted"
"10101","Other","F","Rejected"
"10102","Other","M","Rejected"
"10103","Other","M","Rejected"
"10104","A","M","Accepted"
"10105","A","M","Accepted"
"10106","Other","F","Rejected"
"10107","C","M","Rejected"
"10108","Other","M","Accepted"
"10109","Other","M","Rejected"
"10110","D","F","Rejected"
"10111","F","F","Rejected"
"10112","Other","F","Accepted"
"10113","C","F","Accepted"
"10114","Other","M","Accepted"
"10115","Other","M","Rejected"
"10116","E","F","Rejected"
"10117","Other","F","Rejected"
"10118","Other","M","Accepted"
"10119","A","M","Accepted"
"10120","Other","M","Accepted"
"10121","Other","M","Rejected"
"10122","Other","F","Rejected"
"10123","Other","M","Accepted"
"10124","Other","F","Rejected"
"10125","Other","M","Accepted"
"10126","Other","M","Rejected"
"10127","Other","M","Accepted"
"10128","B","M","Accepted"
"10129","Other","F","Accepted"
"10130","Other","M","Rejected"
"10131","Other","M","Rejected"
"10132","D","F","Rejected"
"10133","Other","M","Accepted"
"10134","Other","M","Rejected"
"10135","Other","M","Rejected"
"10136","D","F","Accepted"
"10137","Other","M","Rejected"
"10138","Other","M","Accepted"
"10139","Other","M","Rejected"
"10140","E","F","Rejected"
"10141","Other","M","Rejected"
"10142","Other","F","Rejected"
"10143","Other","M","Rejected"
"10144","A","M","Accepted"
"10145","F","M","Rejected"
"10146","Other","M","Accepted"
"10147","F","M","Rejected"
"10148","D","M","Rejected"
"10149","Other","M","Rejected"
"10150","B","M","Accepted"
"10151","F","M","Accepted"
"10152","Other","M","Rejected"
"10153","A","M","Accepted"
"10154","Other","M","Accepted"
"10155","Other","M","Rejected"
"10156","Other","M","Rejected"
"10157","Other","M","Rejected"
"10158","Other","F","Accepted"
"10159","Other","M","Rejected"
"10160","Other","M","Rejected"
"10161","A","F","Accepted"
"10162","B","M","Rejected"
"10163","Other","M","Rejected"
"10164","E","M","Accepted"
"10165","D","M","Rejected"
"10166","Other","M","Rejected"
"10167","Other","F","Accepted"
"10168","Other","M","Rejected"
"10169","Other","M","Rejected"
"10170","A","M","Rejected"
"10171","Other","F","Rejected"
"10172","A","M","Accepted"
"10173","Other","F","Accepted"
"10174","Other","F","Accepted"
"10175","Other","M","Rejected"
"10176","Other","M","Rejected"
"10177","Other","F","Rejected"
"10178","Other","M","Accepted"
"10179","C","F","Accepted"
"10180","Other","F","Rejected"
"10181","Other","F","Rejected"
"10182","A","M","Accepted"
"10183","F","M","Rejected"
"10184","C","F","Rejected"
"10185","Other","M","Rejected"
"10186","Other","F","Accepted"
"10187","Other","M","Accepted"
"10188","Other","F","Rejected"
"10189","E","F","Accepted"
"10190","F","F","Rejected"
"10191","Other","F","Rejected"
"10192","Other","M","Rejected"
"10193","Other","M","Accepted"
"10194","A","M","Accepted"
"10195","A","M","Accepted"
"10196","Other","M","Rejected"
"10197","Other","M","Accepted"
"10198","B","M","Accepted"
"10199","D","M","Rejected"
"10200","F","F","Rejected"
"10201","A","M","Accepted"
"10202","Other","M","Accepted"
"10203","Other","M","Rejected"
"10204","Other","M","Rejected"
"10205","Other","M","Rejected"
"10206","Other","M","Accepted"
"10207","Other","M","Accepted"
"10208","Other","M","Rejected"
"10209","Other","F","Rejected"
"10210","Other","F","Accepted"
"10211","Other","M","Accepted"
"10212","Other","F","Rejected"
"10213","E","F","Rejected"
"10214","A","M","Rejected"
"10215","C","F","Accepted"
"10216","Other","M","Accepted"
"10217","Other","M","Rejected"
"10218","B","M","Rejected"
"10219","Other","M","Rejected"
"10220","Other","M","Rejected"
"10221","Other","M","Rejected"
"10222","C","F","Rejected"
"10223","Other","M","Rejected"
"10224","Other","F","Rejected"
"10225","D","F","Accepted"
"10226","Other","F","Rejected"
"10227","Other","F","Rejected"
"10228","Other","M","Accepted"
"10229","D","F","Accepted"
"10230","D","M","Rejected"
"10231","D","M","Accepted"
"10232","Other","M","Accepted"
"10233","Other","M","Rejected"
"10234","Other","M","Accepted"
"10235","F","F","Rejected"
"10236","D","F","Rejected"
"10237","Other","M","Accepted"
"10238","C","F","Accepted"
"10239","Other","M","Accepted"
"10240","C","F","Rejected"
"10241","Other","M","Accepted"
"10242","Other","M","Rejected"
"10243","Other","M","Accepted"
"10244","A","M","Rejected"
"10245","Other","M","Accepted"
"10246","C","M","Rejected"
"10247","Other","M","Accepted"
"10248","Other","M","Rejected"
"10249","Other","M","Rejected"
"10250","A","M","Accepted"
"10251","Other","M","Accepted"
"10252","Other","M","Accepted"
"10253","Other","F","Rejected"
"10254","Other","M","Accepted"
"10255","Other","M","Rejected"
"10256","B","M","Rejected"
"10257","A","M","Accepted"
"10258","B","M","Rejected"
"10259","Other","M","Accepted"
"10260","Other","M","Rejected"
"10261","Other","F","Accepted"
"10262","Other","F","Rejected"
"10263","Other","F","Rejected"
"10264","C","F","Rejected"
"10265","A","M","Accepted"
"10266","A","M","Accepted"
"10267","Other","M","Accepted"
"10268","Other","M","Rejected"
"10269","Other","M","Accepted"
"10270","Other","M","Accepted"
"10271","Other","M","Accepted"
"10272","Other","M","Rejected"
"10273","Other","M","Rejected"
"10274","E","F","Rejected"
"10275","A","M","Accepted"
"10276","Other","M","Accepted"
"10277","Other","M","Accepted"
"10278","B","M","Accepted"
"10279","Other","M","Accepted"
"10280","Other","F","Rejected"
"10281","E","F","Rejected"
"10282","Other","M","Rejected"
"10283","Other","M","Rejected"
"10284","Other","M","Rejected"
"10285","A","M","Accepted"
"10286","Other","M","Rejected"
"10287","D","M","Rejected"
"10288","Other","M","Rejected"
"10289","Other","F","Rejected"
"10290","E","F","Rejected"
"10291","A","M","Accepted"
"10292","Other","F","Rejected"
"10293","Other","M","Accepted"
"10294","Other","F","Rejected"
"10295","C","F","Rejected"
"10296","Other","M","Rejected"
"10297","Other","F","Rejected"
"10298","Other","M","Rejected"
"10299","Other","M","Accepted"
"10300","Other","M","Rejected"
"10301","Other","M","Accepted"
"10302","Other","F","Rejected"
"10303","Other","M","Accepted"
"10304","Other","F","Rejected"
"10305","Other","M","Accepted"
"10306","D","M","Rejected"
"10307","Other","F","Rejected"
"10308","B","M","Rejected"
"10309","Other","M","Rejected"
"10310","Other","M","Accepted"
"10311","Other","F","Rejected"
"10312","Other","M","Accepted"
"10313","A","M","Accepted"
"10314","Other","F","Accepted"
"10315","Other","F","Accepted"
"10316","Other","M","Accepted"
"10317","Other","M","Accepted"
"10318","Other","M","Accepted"
"10319","Other","F","Accepted"
"10320","Other","M","Rejected"
"10321","A","F","Accepted"
"10322","Other","F","Accepted"
"10323","Other","M","Rejected"
"10324","Other","M","Rejected"
"10325","Other","M","Accepted"
"10326","Other","M","Rejected"
"10327","Other","M","Accepted"
"10328","Other","M","Rejected"
"10329","Other","M","Accepted"
"10330","Other","M","Rejected"
"10331","Other","M","Rejected"
"10332","Other","F","Accepted"
"10333","Other","M","Accepted"
"10334","Other","F","Rejected"
"10335","Other","M","Rejected"
"10336","D","F","Rejected"
"10337","Other","F","Rejected"
"10338","Other","M","Rejected"
"10339","F","M","Rejected"
"10340","Other","M","Accepted"
"10341","Other","F","Accepted"
"10342","Other","F","Rejected"
"10343","Other","M","Rejected"
"10344","C","F","Accepted"
"10345","Other","M","Accepted"
"10346","A","M","Accepted"
"10347","Other","F","Accepted"
"10348","F","M","Rejected"
"10349","A","M","Accepted"
"10350","Other","F","Rejected"
"10351","A","M","Accepted"
"10352","A","M","Accepted"
"10353","Other","M","Accepted"
"10354","D","F","Accepted"
"10355","A","M","Accepted"
"10356","F","M","Rejected"
"10357","Other","M","Rejected"
"10358","F","F","Rejected"
"10359","Other","M","Accepted"
"10360","Other","F","Rejected"
"10361","Other","F","Rejected"
"10362","Other","M","Accepted"
"10363","Other","M","Rejected"
"10364","E","M","Rejected"
"10365","Other","M","Rejected"
"10366","Other","F","Accepted"
"10367","Other","M","Rejected"
"10368","Other","M","Rejected"
"10369","Other","M","Accepted"
"10370","A","M","Rejected"
"10371","Other","M","Accepted"
"10372","A","M","Accepted"
"10373","Other","M","Rejected"
"10374","Other","F","Rejected"
"10375","C","F","Rejected"
"10376","Other","M","Rejected"
"10377","Other","F","Accepted"
"10378","D","M","Rejected"
"10379","Other","M","Accepted"
"10380","Other","M","Rejected"
"10381","Other","M","Accepted"
"10382","C","F","Rejected"
"10383","D","F","Rejected"
"10384","B","M","Accepted"
"10385","Other","F","Rejected"
"10386","Other","F","Rejected"
"10387","Other","F","Rejected"
"10388","Other","F","Rejected"
"10389","Other","F","Rejected"
"10390","Other","M","Rejected"
"10391","Other","F","Rejected"
"10392","D","M","Accepted"
"10393","Other","F","Accepted"
"10394","Other","M","Accepted"
"10395","C","M","Accepted"
"10396","Other","M","Rejected"
"10397","Other","M","Accepted"
"10398","A","M","Accepted"
"10399","Other","F","Rejected"
"10400","Other","M","Rejected"
"10401","Other","F","Accepted"
"10402","Other","M","Rejected"
"10403","Other","F","Rejected"
"10404","Other","M","Rejected"
"10405","B","M","Accepted"
"10406","A","M","Accepted"
"10407","Other","M","Accepted"
"10408","Other","F","Rejected"
"10409","A","M","Accepted"
"10410","F","F","Rejected"
"10411","D","M","Rejected"
"10412","Other","F","Rejected"
"10413","Other","F","Rejected"
"10414","Other","F","Rejected"
"10415","Other","F","Rejected"
"10416","A","M","Accepted"
"10417","Other","F","Accepted"
"10418","Other","M","Accepted"
"10419","F","M","Rejected"
"10420","A","M","Accepted"
"10421","F","F","Rejected"
"10422","C","M","Rejected"
"10423","F","M","Rejected"
"10424","Other","M","Rejected"
"10425","Other","F","Rejected"
"10426","A","M","Accepted"
"10427","Other","M","Accepted"
"10428","Other","F","Rejected"
"10429","Other","F","Rejected"
"10430","F","M","Rejected"
"10431","Other","M","Rejected"
"10432","B","M","Accepted"
"10433","Other","M","Accepted"
"10434","E","F","Rejected"
"10435","Other","M","Rejected"
"10436","E","M","Accepted"
"10437","Other","F","Rejected"
"10438","Other","M","Rejected"
"10439","B","M","Accepted"
"10440","Other","M","Accepted"
"10441","C","F","Accepted"
"10442","A","F","Accepted"
"10443","F","F","Rejected"
"10444","F","M","Rejected"
"10445","A","M","Accepted"
"10446","A","F","Accepted"
"10447","Other","M","Accepted"
"10448","Other","M","Accepted"
"10449","Other","F","Rejected"
"10450","A","M","Rejected"
"10451","Other","M","Rejected"
"10452","F","M","Rejected"
"10453","Other","F","Accepted"
"10454","Other","M","Rejected"
"10455","Other","M","Rejected"
"10456","Other","F","Rejected"
"10457","F","F","Rejected"
"10458","Other","M","Rejected"
"10459","Other","M","Rejected"
"10460","Other","M","Accepted"
"10461","Other","M","Accepted"
"10462","Other","F","Accepted"
"10463","Other","M","Accepted"
"10464","C","F","Rejected"
"10465","Other","M","Accepted"
"10466","Other","M","Rejected"
"10467","Other","M","Accepted"
"10468","Other","M","Rejected"
"10469","Other","M","Rejected"
"10470","Other","F","Accepted"
"10471","Other","M","Accepted"
"10472","Other","F","Rejected"
"10473","Other","M","Rejected"
"10474","Other","F","Accepted"
"10475","Other","M","Accepted"
"10476","D","F","Rejected"
"10477","B","M","Accepted"
"10478","A","M","Accepted"
"10479","Other","F","Accepted"
"10480","E","F","Rejected"
"10481","Other","M","Rejected"
"10482","Other","F","Accepted"
"10483","Other","M","Rejected"
"10484","Other","F","Rejected"
"10485","C","F","Accepted"
"10486","Other","M","Accepted"
"10487","Other","M","Rejected"
"10488","B","M","Accepted"
"10489","E","M","Rejected"
"10490","Other","F","Accepted"
"10491","F","F","Rejected"
"10492","Other","M","Accepted"
"10493","Other","M","Rejected"
"10494","Other","F","Rejected"
"10495","D","M","Rejected"
"10496","Other","F","Accepted"
"10497","Other","F","Rejected"
"10498","E","M","Rejected"
"10499","Other","M","Accepted"
"10500","Other","M","Rejected"
"10501","Other","M","Rejected"
"10502","Other","F","Rejected"
"10503","D","M","Accepted"
"10504","A","M","Accepted"
"10505","A","M","Rejected"
"10506","Other","F","Rejected"
"10507","Other","M","Accepted"
"10508","Other","M","Rejected"
"10509","Other","M","Rejected"
"10510","Other","F","Rejected"
"10511","F","M","Rejected"
"10512","C","M","Accepted"
"10513","C","F","Rejected"
"10514","E","F","Accepted"
"10515","Other","M","Accepted"
"10516","C","F","Rejected"
"10517","C","F","Accepted"
"10518","Other","M","Rejected"
"10519","B","M","Accepted"
"10520","Other","M","Rejected"
"10521","Other","F","Rejected"
"10522","Other","M","Rejected"
"10523","E","F","Rejected"
"10524","C","F","Rejected"
"10525","E","M","Rejected"
"10526","Other","M","Rejected"
"10527","Other","M","Accepted"
"10528","Other","F","Rejected"
"10529","F","F","Rejected"
"10530","Other","M","Rejected"
"10531","Other","M","Rejected"
"10532","B","M","Rejected"
"10533","Other","F","Rejected"
"10534","B","F","Rejected"
"10535","B","M","Rejected"
"10536","Other","M","Accepted"
"10537","D","F","Rejected"
"10538","F","F","Rejected"
"10539","E","F","Rejected"
"10540","C","F","Accepted"
"10541","Other","M","Rejected"
"10542","Other","F","Accepted"
"10543","Other","F","Rejected"
"10544","D","M","Rejected"
"10545","Other","F","Rejected"
"10546","B","M","Accepted"
"10547","C","M","Accepted"
"10548","Other","M","Rejected"
"10549","Other","F","Rejected"
"10550","Other","M","Accepted"
"10551","Other","F","Accepted"
"10552","Other","F","Accepted"
"10553","Other","M","Rejected"
"10554","Other","F","Rejected"
"10555","Other","M","Rejected"
"10556","F","M","Rejected"
"10557","Other","M","Rejected"
"10558","Other","M","Rejected"
"10559","Other","F","Rejected"
"10560","C","M","Accepted"
"10561","Other","M","Rejected"
"10562","Other","M","Rejected"
"10563","F","M","Rejected"
"10564","Other","M","Accepted"
"10565","Other","M","Rejected"
"10566","Other","M","Accepted"
"10567","Other","M","Rejected"
"10568","C","F","Rejected"
"10569","Other","M","Accepted"
"10570","Other","M","Rejected"
"10571","C","F","Rejected"
"10572","B","M","Accepted"
"10573","B","M","Accepted"
"10574","B","F","Accepted"
"10575","Other","M","Rejected"
"10576","Other","M","Accepted"
"10577","F","F","Rejected"
"10578","Other","M","Accepted"
"10579","Other","M","Accepted"
"10580","D","F","Rejected"
"10581","Other","F","Rejected"
"10582","Other","M","Rejected"
"10583","A","M","Accepted"
"10584","A","F","Accepted"
"10585","Other","M","Rejected"
"10586","Other","M","Accepted"
"10587","Other","F","Rejected"
"10588","F","F","Rejected"
"10589","Other","M","Accepted"
"10590","E","F","Rejected"
"10591","E","F","Rejected"
"10592","Other","M","Rejected"
"10593","Other","F","Accepted"
"10594","Other","M","Rejected"
"10595","Other","M","Rejected"
"10596","A","M","Accepted"
"10597","D","M","Rejected"
"10598","Other","M","Accepted"
"10599","Other","F","Rejected"
"10600","Other","M","Rejected"
"10601","A","M","Rejected"
"10602","Other","F","Accepted"
"10603","Other","M","Rejected"
"10604","Other","M","Rejected"
"10605","D","F","Accepted"
"10606","Other","F","Accepted"
"10607","Other","F","Accepted"
"10608","Other","M","Rejected"
"10609","Other","M","Accepted"
"10610","B","M","Accepted"
"10611","C","F","Rejected"
"10612","Other","M","Rejected"
"10613","Other","M","Rejected"
"10614","C","M","Rejected"
"10615","Other","M","Rejected"
"10616","Other","M","Accepted"
"10617","Other","F","Rejected"
"10618","Other","M","Accepted"
"10619","Other","M","Rejected"
"10620","Other","M","Accepted"
"10621","Other","M","Rejected"
"10622","B","M","Accepted"
"10623","Other","M","Accepted"
"10624","C","F","Accepted"
"10625","B","M","Rejected"
"10626","Other","F","Rejected"
"10627","E","M","Rejected"
"10628","Other","M","Rejected"
"10629","C","F","Rejected"
"10630","Other","M","Rejected"
"10631","Other","M","Rejected"
"10632","Other","M","Rejected"
"10633","Other","F","Accepted"
"10634","Other","M","Accepted"
"10635","E","F","Rejected"
"10636","Other","F","Rejected"
"10637","F","M","Rejected"
